id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137244,SAMEA1403878,SAMEA1403878,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137245,SAMEA1403907,SAMEA1403907,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137246,SAMEA1403898,SAMEA1403898,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137247,SAMEA1403892,SAMEA1403892,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137248,SAMEA1403922,SAMEA1403922,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137249,SAMEA1403911,SAMEA1403911,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137251,SAMEA1403952,SAMEA1403952,PRJEB2138,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137252,SAMEA1403960,SAMEA1403960,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137253,SAMEA1403969,SAMEA1403969,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137254,SAMEA1403972,SAMEA1403972,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137255,SAMEA1403984,SAMEA1403984,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137256,SAMEA1403992,SAMEA1403992,PRJEB2138,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137257,SAMEA1403669,SAMEA1403669,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137258,SAMEA1403671,SAMEA1403671,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137260,SAMEA1403757,SAMEA1403757,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137261,SAMEA1403762,SAMEA1403762,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137262,SAMEA1403767,SAMEA1403767,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137263,SAMEA1403747,SAMEA1403747,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137264,SAMEA1403753,SAMEA1403753,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137266,SAMEA1403737,SAMEA1403737,PRJEB2138,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137267,SAMEA1403714,SAMEA1403714,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137268,SAMEA1403723,SAMEA1403723,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137269,SAMEA1403717,SAMEA1403717,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137270,SAMEA1404028,SAMEA1404028,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137273,SAMEA1404011,SAMEA1404011,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137274,SAMEA1404003,SAMEA1404003,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137275,SAMEA1404001,SAMEA1404001,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137277,SAMEA1403988,SAMEA1403988,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137278,SAMEA1403974,SAMEA1403974,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137279,SAMEA1403964,SAMEA1403964,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137280,SAMEA1403565,SAMEA1403565,PRJEB2138,lineage4.3.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137281,SAMEA1403571,SAMEA1403571,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137282,SAMEA1403579,SAMEA1403579,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137283,SAMEA1403781,SAMEA1403781,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137284,SAMEA1403774,SAMEA1403774,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR137285,SAMEA1403796,SAMEA1403796,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413470,SAMEA3986712,SAMEA3986712,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413471,SAMEA3986713,SAMEA3986713,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413472,SAMEA3986714,SAMEA3986714,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413473,SAMEA3986715,SAMEA3986715,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413474,SAMEA3986716,SAMEA3986716,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413476,SAMEA3986718,SAMEA3986718,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413477,SAMEA3986719,SAMEA3986719,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413478,SAMEA3986720,SAMEA3986720,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413479,SAMEA3986721,SAMEA3986721,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413480,SAMEA3986722,SAMEA3986722,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413481,SAMEA3986723,SAMEA3986723,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413484,SAMEA3986726,SAMEA3986726,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1413485,SAMEA3986727,SAMEA3986727,NA,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144542,SAMEA1403784,SAMEA1403784,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144543,SAMEA1403749,SAMEA1403749,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144544,SAMEA1403746,SAMEA1403746,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144545,SAMEA1403814,SAMEA1403814,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144546,SAMEA1403811,SAMEA1403811,PRJEB2138,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144547,SAMEA1403818,SAMEA1403818,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144548,SAMEA1403798,SAMEA1403798,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144549,SAMEA1403807,SAMEA1403807,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144550,SAMEA1403840,SAMEA1403840,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144551,SAMEA1403847,SAMEA1403847,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144552,SAMEA1403843,SAMEA1403843,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144555,SAMEA1403630,SAMEA1403630,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144558,SAMEA1403645,SAMEA1403645,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144559,SAMEA1403651,SAMEA1403651,PRJEB2138,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144560,SAMEA1403656,SAMEA1403656,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144561,SAMEA1403665,SAMEA1403665,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144562,SAMEA1403553,SAMEA1403553,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144563,SAMEA1403548,SAMEA1403548,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144564,SAMEA1403557,SAMEA1403557,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144565,SAMEA1403722,SAMEA1403722,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144566,SAMEA1403711,SAMEA1403711,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144567,SAMEA1403736,SAMEA1403736,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144569,SAMEA1403725,SAMEA1403725,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144570,SAMEA1403687,SAMEA1403687,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144571,SAMEA1403681,SAMEA1403681,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144573,SAMEA1403699,SAMEA1403699,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144574,SAMEA1403697,SAMEA1403697,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144575,SAMEA1403602,SAMEA1403602,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144576,SAMEA1403613,SAMEA1403613,PRJEB2138,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144577,SAMEA1403618,SAMEA1403618,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144578,SAMEA1403622,SAMEA1403622,PRJEB2138,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144579,SAMEA1403627,SAMEA1403627,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144580,SAMEA1403632,SAMEA1403632,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144581,SAMEA1403640,SAMEA1403640,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144582,SAMEA1403642,SAMEA1403642,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144585,SAMEA1403813,SAMEA1403813,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144587,SAMEA1403801,SAMEA1403801,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144588,SAMEA1403808,SAMEA1403808,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144590,SAMEA1403835,SAMEA1403835,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144592,SAMEA1403825,SAMEA1403825,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144593,SAMEA1403834,SAMEA1403834,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144594,SAMEA1403872,SAMEA1403872,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144595,SAMEA1403791,SAMEA1403791,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144596,SAMEA1403785,SAMEA1403785,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144597,SAMEA1403752,SAMEA1403752,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144598,SAMEA1403744,SAMEA1403744,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144599,SAMEA1403766,SAMEA1403766,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144600,SAMEA1403758,SAMEA1403758,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144602,SAMEA1403587,SAMEA1403587,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144603,SAMEA1403592,SAMEA1403592,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144604,SAMEA1403598,SAMEA1403598,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144605,SAMEA1403958,SAMEA1403958,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144606,SAMEA1403953,SAMEA1403953,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144607,SAMEA1403942,SAMEA1403942,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144608,SAMEA1403932,SAMEA1403932,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144609,SAMEA1404047,SAMEA1404047,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144610,SAMEA1404043,SAMEA1404043,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144611,SAMEA1404036,SAMEA1404036,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144613,SAMEA1404030,SAMEA1404030,PRJEB2138,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144614,SAMEA1404020,SAMEA1404020,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144616,SAMEA1403860,SAMEA1403860,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144619,SAMEA1403760,SAMEA1403760,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144621,SAMEA1403775,SAMEA1403775,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144622,SAMEA1403783,SAMEA1403783,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144624,SAMEA1403786,SAMEA1403786,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144625,SAMEA1404015,SAMEA1404015,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144626,SAMEA1404023,SAMEA1404023,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144627,SAMEA1403581,SAMEA1403581,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144628,SAMEA1403575,SAMEA1403575,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144629,SAMEA1403556,SAMEA1403556,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144630,SAMEA1403549,SAMEA1403549,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144631,SAMEA1403614,SAMEA1403614,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144632,SAMEA1403605,SAMEA1403605,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144633,SAMEA1403593,SAMEA1403593,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144634,SAMEA1403759,SAMEA1403759,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144635,SAMEA1403764,SAMEA1403764,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR144636,SAMEA1403740,SAMEA1403740,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158569,SAMEA1469498,SAMEA1469498,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158570,SAMEA1469490,SAMEA1469490,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158571,SAMEA1469486,SAMEA1469486,PRJEB2138,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158572,SAMEA1469492,SAMEA1469492,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158574,SAMEA1469489,SAMEA1469489,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158575,SAMEA1469488,SAMEA1469488,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158576,SAMEA1469487,SAMEA1469487,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158577,SAMEA1469485,SAMEA1469485,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158579,SAMEA1469500,SAMEA1469500,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158580,SAMEA1469493,SAMEA1469493,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158581,SAMEA1469494,SAMEA1469494,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158582,SAMEA1469495,SAMEA1469495,PRJEB2138,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158585,SAMEA1469506,SAMEA1469506,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158586,SAMEA1469508,SAMEA1469508,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158587,SAMEA1469510,SAMEA1469510,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158588,SAMEA1469516,SAMEA1469516,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158589,SAMEA1469515,SAMEA1469515,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158590,SAMEA1469514,SAMEA1469514,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158591,SAMEA1469513,SAMEA1469513,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158592,SAMEA1469528,SAMEA1469528,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158593,SAMEA1469529,SAMEA1469529,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158595,SAMEA1469524,SAMEA1469524,PRJEB2138,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158596,SAMEA1469526,SAMEA1469526,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158598,SAMEA1469532,SAMEA1469532,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158611,SAMEA1469502,SAMEA1469502,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158613,SAMEA1469503,SAMEA1469503,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158615,SAMEA1469505,SAMEA1469505,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR158616,SAMEA1469497,SAMEA1469497,PRJEB2138,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161012,SAMEA1485412,SAMEA1485412,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161013,SAMEA1485372,SAMEA1485372,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161015,SAMEA1485418,SAMEA1485418,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161016,SAMEA1485470,SAMEA1485470,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161018,SAMEA1485461,SAMEA1485461,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161019,SAMEA1485477,SAMEA1485477,NA,lineage4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161021,SAMEA1485464,SAMEA1485464,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161023,SAMEA1485290,SAMEA1485290,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161024,SAMEA1485397,SAMEA1485397,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161025,SAMEA1485370,SAMEA1485370,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161026,SAMEA1485235,SAMEA1485235,NA,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR161027,SAMEA1485416,SAMEA1485416,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
